Solar
0.0
0.0
0.0
0.0
118.1
1787.5
3148.0
1671.9
42.7
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
810.8
2465.4
2454.8
675.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1945.6
4303.8
7076.6
5888.5
2095.6
121.9
0.0
0.0
0.0
0.0
0.0
0.0
198.1
6489.1
4625.3
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
287.0
2675.9
5440.4
6759.1
6863.4
5958.9
3903.1
1523.1
100.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
108.8
941.3
1682.3
2060.7
2011.5
1941.0
1292.7
491.4
49.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
44.8
349.3
865.2
1358.3
1523.0
1488.6
983.7
362.1
27.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
107.9
798.0
1643.2
2354.4
2715.4
2609.6
1796.4
914.6
69.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
69.0
612.1
1348.2
1862.5
2013.2
2087.6
1255.2
531.0
57.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
124.9
891.1
1570.5
2644.0
3296.0
2929.5
2212.0
1004.3
112.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
138.3
1197.0
2876.0
4034.0
4273.5
3490.0
2425.9
1164.1
129.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
164.7
1334.5
2912.1
3851.6
3748.2
3057.7
2284.5
1183.7
138.3
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
184.6
1734.3
2382.1
2020.0
693.4
0.0
0.0
0.0
0.0
0.0
0.0
0.0
938.3
2460.1
1357.3
68.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
111.1
702.4
1210.8
1833.4
2206.7
1816.8
1211.8
660.4
85.9
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
70.5
474.3
831.7
922.8
1070.6
1078.8
842.7
376.8
52.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
342.7
