Solar
2123.9
4271.4
5399.2
5550.5
5343.7
4599.0
2291.9
262.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
294.6
1711.0
2907.4
3433.3
3253.2
3204.8
2264.9
1005.0
183.7
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
323.5
2184.0
3334.5
4588.7
4936.8
5783.5
4606.2
3226.6
437.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
270.5
1672.0
3333.9
4292.6
4095.4
3539.9
2929.5
1699.8
292.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
336.1
2350.8
5777.0
8535.9
6873.7
456.9
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8025.8
8368.3
3338.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
638.2
5054.7
9721.5
12720.8
13699.5
12655.8
10100.0
5459.8
745.9
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
673.2
5071.0
9702.8
12523.8
13209.1
12380.6
9832.1
5121.6
685.3
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
698.0
5191.7
10333.1
13943.2
14914.5
13802.9
11063.0
6138.1
929.2
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
772.4
4878.0
8997.2
11533.9
12479.8
12461.8
10150.1
5551.6
916.7
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
549.7
3221.4
5998.0
8307.0
9107.3
7835.4
5997.0
3068.0
619.2
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
558.1
3597.3
7415.9
10029.1
11473.1
9943.8
7587.7
4012.1
787.0
1.9
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
573.1
2726.0
4878.5
6021.0
6329.3
5779.6
4494.6
2444.9
649.8
2.9
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
191.6
831.0
1571.4
2343.3
3000.8
2652.6
1984.4
1138.3
286.5
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
357.8
1381.6
2795.0
3873.6
4520.1
4514.8
3583.2
1855.7
447.4
1.9
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
371.2
1459.0
3214.8
3697.7
3533.6
2989.1
2044.6
1228.8
378.7
2.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
677.5
2872.6
5354.5
6603.0
6688.4
6227.4
4813.7
3415.4
1130.6
9.7
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.9
755.4
2620.3
4563.8
4903.3
5669.3
5015.6
4381.0
2375.8
767.2
11.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.8
1139.7
4269.8
7642.5
9397.0
9928.1
9032.2
7714.5
4785.7
1548.8
17.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.8
559.9
1945.5
3345.0
4421.4
4720.5
4694.3
4095.5
2843.1
872.3
15.9
0.0
0.0
0.0
0.0
0.0
0.0
