ValueDate,Hourcet,Cons,month,Wind,Solar
2019-10-01,1,49973.05985,10,13485.68681,0.0
2019-10-01,2,48181.27943,10,12435.09499,0.0
2019-10-01,3,47545.71684,10,11829.93136,0.0
2019-10-01,4,47652.64728,10,11244.3578,0.0
2019-10-01,5,49158.1316,10,11454.59356,0.0
2019-10-01,6,53084.26563,10,12318.80418,0.0
2019-10-01,7,61827.67153,10,14079.33868,0.0
2019-10-01,8,66619.54233,10,16518.17397,296.12231
2019-10-01,9,69568.51797,10,18651.27108,2535.95217
2019-10-01,10,70238.58983,10,20009.12722,5596.45067
2019-10-01,11,71031.14192,10,21416.55706,8005.11332
2019-10-01,12,72766.0784,10,22575.92719,11372.31737
2019-10-01,13,72250.34028,10,21538.79405,12936.33001
2019-10-01,14,71971.9096,10,20469.47493,12430.12636
2019-10-01,15,70914.97672,10,19386.01722,11424.10765
2019-10-01,16,70370.2126,10,18193.54086,9117.26821
2019-10-01,17,68747.39681,10,17783.31347,6687.95623
2019-10-01,18,68222.72354,10,16695.31638,3204.16516
2019-10-01,19,68222.08091,10,15225.06858,622.91614
2019-10-01,20,70172.6338,10,14198.73832,0.0
2019-10-01,21,66524.67674,10,13615.38132,0.0
2019-10-01,22,62071.82187,10,12424.42964,0.0
2019-10-01,23,57645.02329,10,10855.23828,0.0
2019-10-01,24,53224.60595,10,11190.89989,0.0
2019-10-02,1,50916.00454,10,12829.85887,0.0
2019-10-02,2,49030.9377,10,12367.7858,0.0
2019-10-02,3,48434.73197,10,12610.23805,0.0
2019-10-02,4,48583.84332,10,13723.18369,0.0
2019-10-02,5,50155.14244,10,14312.91232,0.0
2019-10-02,6,54035.69205,10,14787.71733,0.0
2019-10-02,7,62760.419,10,15240.97845,0.0
2019-10-02,8,67475.27716,10,16419.62246,154.34388
2019-10-02,9,70446.91473,10,16574.60764,1516.30269
2019-10-02,10,70556.61117,10,14801.09466,4085.89998
2019-10-02,11,71533.2755,10,15315.64652,6767.61071
2019-10-02,12,73383.04566,10,17014.59835,9166.48165
2019-10-02,13,72867.37914,10,16871.94686,11088.25241
2019-10-02,14,72526.16926,10,16838.81936,11285.22968
2019-10-02,15,71085.9308,10,17997.86904,10910.13685
2019-10-02,16,69882.68065,10,19041.89221,9166.45988
2019-10-02,17,66556.47335,10,19316.82812,6385.1979
2019-10-02,18,64539.36792,10,19126.67217,3287.12013
2019-10-02,19,63382.45771,10,18711.10963,678.33362
2019-10-02,20,64446.91581,10,18934.06025,0.0
2019-10-02,21,60245.84327,10,19099.26557,0.0
2019-10-02,22,56508.79659,10,19313.33785,0.0
