ValueDate,Hourcet,Cons,month,Wind,Solar
2019-06-01,1,47170.2,6,5581.0,0.0
2019-06-01,2,44896.2,6,6140.3,0.0
2019-06-01,3,43598.8,6,6996.7,0.0
2019-06-01,4,43181.8,6,7946.4,0.0
2019-06-01,5,43360.8,6,9302.2,0.0
2019-06-01,6,42959.6,6,10337.2,463.6
2019-06-01,7,44665.0,6,9986.0,2918.2
2019-06-01,8,47007.5,6,8689.3,7560.6
2019-06-01,9,50434.8,6,8047.9,13318.4
2019-06-01,10,54015.8,6,8185.8,18809.1
2019-06-01,11,56480.4,6,9182.1,23330.7
2019-06-01,12,58629.8,6,10170.6,24639.2
2019-06-01,13,58157.6,6,9619.3,24074.1
2019-06-01,14,56041.4,6,8827.9,23809.3
2019-06-01,15,54390.2,6,8438.3,23102.9
2019-06-01,16,53994.5,6,7413.6,21217.9
2019-06-01,17,53771.8,6,6563.8,18603.9
2019-06-01,18,54553.9,6,5858.2,14868.3
2019-06-01,19,54970.9,6,4829.1,10028.8
2019-06-01,20,53655.1,6,4257.4,5126.9
2019-06-01,21,50555.8,6,4461.8,1545.1
2019-06-01,22,48478.4,6,4702.7,76.0
2019-06-01,23,47338.8,6,3880.4,0.0
2019-06-01,24,44882.9,6,2800.6,0.0
2019-06-02,1,42376.3,6,2373.1,0.0
2019-06-02,2,40328.7,6,2666.0,0.0
2019-06-02,3,38962.0,6,3303.2,0.0
2019-06-02,4,38372.2,6,3665.5,0.0
2019-06-02,5,38474.1,6,4431.4,0.0
2019-06-02,6,37607.9,6,5117.5,491.4
2019-06-02,7,37937.6,6,5255.4,3024.6
2019-06-02,8,38862.7,6,4381.8,7986.7
2019-06-02,9,42020.7,6,3480.1,13748.1
2019-06-02,10,45770.9,6,3439.2,19092.5
2019-06-02,11,49756.5,6,3805.3,23462.5
2019-06-02,12,53872.4,6,4694.7,26408.9
2019-06-02,13,53592.5,6,5973.2,28021.2
2019-06-02,14,51509.1,6,6829.6,28034.0
2019-06-02,15,49774.6,6,7244.3,26504.2
2019-06-02,16,49683.2,6,7567.4,24225.3
