ValueDate,Hourcet,Cons,month,Wind,Solar
2019-11-01,1,51622.94714,11,9414.26922,0.0
2019-11-01,2,49689.39738,11,9039.32749,0.0
2019-11-01,3,48904.07783,11,9456.5557,0.0
2019-11-01,4,48588.03258,11,9848.36984,0.0
2019-11-01,5,49201.58782,11,10226.63838,0.0
2019-11-01,6,50115.70759,11,11275.20757,0.0
2019-11-01,7,52956.38064,11,13157.71839,0.0
2019-11-01,8,56716.72763,11,15177.32843,697.41889
2019-11-01,9,58157.60136,11,16496.53916,4345.2771
2019-11-01,10,58967.17625,11,16010.62769,7452.80057
2019-11-01,11,59314.82671,11,14017.42791,9977.32178
2019-11-01,12,60152.91777,11,13126.13409,10729.99062
2019-11-01,13,59335.71154,11,12930.99111,9096.91311
2019-11-01,14,57300.10046,11,13558.96064,6375.00505
2019-11-01,15,55742.88556,11,15018.71278,3938.16681
2019-11-01,16,54801.90459,11,17508.53477,1959.62099
2019-11-01,17,55252.96974,11,21299.92071,354.6588
2019-11-01,18,58536.00338,11,23974.3819,0.0
2019-11-01,19,60597.06909,11,25163.06316,0.0
2019-11-01,20,58856.25185,11,25592.92999,0.0
2019-11-01,21,55249.22523,11,25756.78419,0.0
2019-11-01,22,53641.41899,11,25063.36483,0.0
2019-11-01,23,53291.92271,11,24163.68502,0.0
2019-11-01,24,51159.27893,11,24061.68019,0.0
2019-11-02,1,49105.83981,11,21807.02761,0.0
2019-11-02,2,46722.11433,11,21899.77117,0.0
2019-11-02,3,46308.05866,11,21159.69193,0.0
2019-11-02,4,45618.87591,11,20140.7359,0.0
2019-11-02,5,46134.9937,11,20733.85064,0.0
2019-11-02,6,46334.3019,11,21657.28683,0.0
2019-11-02,7,48188.12325,11,22933.82928,0.0
2019-11-02,8,52178.03664,11,24885.49535,338.25149
2019-11-02,9,55033.03971,11,26632.77459,1779.76814
2019-11-02,10,57530.2563,11,27493.75027,3958.51078
2019-11-02,11,58277.40393,11,25887.86242,6283.59452
2019-11-02,12,58796.02582,11,23589.64742,7527.37877
2019-11-02,13,57199.63997,11,23911.17955,7873.6117
2019-11-02,14,55183.94068,11,23511.09874,7465.18516
2019-11-02,15,53687.76548,11,22598.87317,5670.18519
2019-11-02,16,53063.87285,11,22175.83325,2967.44285
2019-11-02,17,53351.82399,11,22153.20841,544.64148
2019-11-02,18,56699.96035,11,23614.99518,0.0
2019-11-02,19,58657.71112,11,23664.77364,0.0
2019-11-02,20,56461.50821,11,24811.38948,0.0
2019-11-02,21,52086.39469,11,24880.34389,0.0
2019-11-02,22,49830.11415,11,24744.06448,0.0
2019-11-02,23,48947.59387,11,23977.76688,0.0
2019-11-02,24,46593.14276,11,23233.33028,0.0
2019-11-03,1,45736.03296,11,25988.80877,0.0
2019-11-03,2,43664.84501,11,24776.56318,0.0
2019-11-03,3,42691.6466,11,24003.31188,0.0
2019-11-03,4,42058.8889,11,23068.15507,0.0
2019-11-03,5,42438.76398,11,22362.89993,0.0
2019-11-03,6,41966.68766,11,20922.47127,0.0
2019-11-03,7,42409.77832,11,19152.52947,0.0
2019-11-03,8,45428.79976,11,17594.93316,306.96237
2019-11-03,9,47889.4359,11,15931.09738,2044.98576
2019-11-03,10,50318.53569,11,13389.4659,4162.54947
2019-11-03,11,52316.28125,11,11211.70278,5907.81668
2019-11-03,12,54583.08334,11,8727.37522,7123.25417
2019-11-03,13,53956.85021,11,6475.66441,7234.4624
2019-11-03,14,52362.40937,11,5337.71276,5685.6997
2019-11-03,15,50932.82545,11,4862.51837,3760.97271
2019-11-03,16,50304.31662,11,5024.6131,1899.50015
2019-11-03,17,50910.82728,11,5998.7749,328.62589
2019-11-03,18,54735.01104,11,7005.77246,0.0
