ValueDate,Hourcet,Cons,month,Wind,Solar
2019-04-01,1,47332.135,4,11341.7,0.0
2019-04-01,2,46059.09596,4,10296.6,0.0
2019-04-01,3,45889.79663,4,9406.5,0.0
2019-04-01,4,46814.93632,4,8956.6,0.0
2019-04-01,5,48967.47748,4,8795.5,0.0
2019-04-01,6,54155.85434,4,8911.7,0.0
2019-04-01,7,63508.64587,4,9276.0,6.5
2019-04-01,8,66368.83432,4,9058.1,1562.9
2019-04-01,9,67690.69321,4,6877.4,7179.1
2019-04-01,10,68415.6203,4,4996.4,13429.0
2019-04-01,11,69457.78806,4,5368.0,18951.4
2019-04-01,12,70435.21726,4,6472.8,23381.7
2019-04-01,13,69353.6907,4,7260.8,25676.9
2019-04-01,14,69191.72613,4,7713.3,26362.3
2019-04-01,15,67543.6186,4,8544.7,25306.5
2019-04-01,16,66980.90223,4,9258.2,22004.4
2019-04-01,17,65544.51933,4,9885.5,17294.4
2019-04-01,18,63754.45786,4,10777.2,11329.8
2019-04-01,19,61421.65382,4,12394.6,5319.1
2019-04-01,20,62771.68618,4,15621.3,807.8
2019-04-01,21,63348.60297,4,20483.9,0.0
2019-04-01,22,61566.62075,4,23013.3,0.0
2019-04-01,23,58592.24706,4,23428.5,0.0
2019-04-01,24,54679.32813,4,23621.4,0.0
2019-04-02,1,51959.1,4,23469.8,0.0
2019-04-02,2,50410.5,4,22049.7,0.0
2019-04-02,3,49998.0,4,20505.8,0.0
2019-04-02,4,50464.0,4,19546.7,0.0
2019-04-02,5,52373.3,4,19238.5,0.0
2019-04-02,6,57063.5,4,19551.0,0.0
2019-04-02,7,65263.6,4,19993.3,9.5
2019-04-02,8,67300.8,4,20269.9,1586.3
2019-04-02,9,68290.4,4,18561.8,6875.0
2019-04-02,10,69046.5,4,15842.5,13222.5
2019-04-02,11,70018.1,4,14214.4,18397.6
2019-04-02,12,71229.9,4,13461.1,22056.0
2019-04-02,13,70226.6,4,13033.2,23228.2
2019-04-02,14,69512.1,4,12982.0,23192.1
2019-04-02,15,68378.5,4,12720.8,20631.2
2019-04-02,16,68040.5,4,13560.0,16821.4
2019-04-02,17,66661.6,4,13789.8,12185.0
2019-04-02,18,64668.1,4,12749.4,7473.2
2019-04-02,19,62182.7,4,13327.9,3195.0
2019-04-02,20,63194.4,4,15347.5,547.2
2019-04-02,21,63629.5,4,17343.1,0.0
2019-04-02,22,61642.9,4,18908.3,0.0
2019-04-02,23,58392.6,4,19385.5,0.0
2019-04-02,24,54147.6,4,18191.1,0.0
2019-04-03,1,51011.1,4,18209.5,0.0
2019-04-03,2,49330.5,4,17739.0,0.0
2019-04-03,3,48955.9,4,16476.5,0.0
2019-04-03,4,49411.3,4,14386.7,0.0
2019-04-03,5,51467.9,4,12163.5,0.0
2019-04-03,6,56035.4,4,10136.2,0.0
2019-04-03,7,63972.6,4,8933.1,12.9
2019-04-03,8,66532.7,4,8128.8,1170.2
2019-04-03,9,68439.1,4,6623.0,4282.5
2019-04-03,10,69498.5,4,4931.8,7852.9
2019-04-03,11,71030.0,4,3619.3,11875.7
2019-04-03,12,72035.6,4,2983.8,15529.6
2019-04-03,13,70863.4,4,2541.7,16907.9
2019-04-03,14,69958.7,4,2352.1,17493.2
2019-04-03,15,68489.4,4,2400.5,16418.1
2019-04-03,16,67764.6,4,3173.3,13651.0
2019-04-03,17,66612.1,4,3668.8,11023.5
2019-04-03,18,64732.5,4,3680.9,7020.8
2019-04-03,19,62392.5,4,3676.4,3153.9
2019-04-03,20,63321.8,4,3931.2,532.2
2019-04-03,21,63678.8,4,5189.3,0.0
2019-04-03,22,61900.6,4,5389.1,0.0
2019-04-03,23,58625.3,4,4929.1,0.0
2019-04-03,24,54342.2,4,5546.0,0.0
2019-04-04,1,50885.9,4,10824.8,0.0
2019-04-04,2,49084.6,4,10626.9,0.0
2019-04-04,3,48710.6,4,9833.5,0.0
2019-04-04,4,49354.6,4,9355.6,0.0
2019-04-04,5,51280.9,4,8735.3,0.0
2019-04-04,6,55659.5,4,8585.6,0.0
2019-04-04,7,63598.6,4,8438.4,29.4
2019-04-04,8,66487.7,4,7668.3,1485.8
2019-04-04,9,68174.6,4,6121.4,4943.7
2019-04-04,10,69076.8,4,5020.6,9439.2
2019-04-04,11,70667.2,4,5052.3,13752.1
2019-04-04,12,71979.6,4,4988.1,17514.6
2019-04-04,13,71100.6,4,4697.1,19162.6
2019-04-04,14,70252.6,4,5083.5,19544.5
2019-04-04,15,69090.8,4,6117.3,16953.9
2019-04-04,16,68528.0,4,7463.2,14685.6
2019-04-04,17,67200.0,4,8242.9,11330.3
2019-04-04,18,64913.1,4,7735.9,7313.3
2019-04-04,19,62350.4,4,7416.3,3525.4
2019-04-04,20,63073.4,4,8739.0,640.1
2019-04-04,21,63534.3,4,11205.4,0.0
2019-04-04,22,61874.6,4,12628.2,0.0
2019-04-04,23,58896.0,4,11133.1,0.0
2019-04-04,24,54935.0,4,10258.4,0.0
2019-04-05,1,52573.6,4,10492.8,0.0
2019-04-05,2,50491.9,4,11081.4,0.0
2019-04-05,3,49610.3,4,8537.9,0.0
2019-04-05,4,50063.2,4,6950.6,0.0
2019-04-05,5,51670.4,4,6446.5,0.0
2019-04-05,6,55725.2,4,4939.9,0.0
2019-04-05,7,62925.6,4,5338.7,32.6
2019-04-05,8,66795.5,4,5268.4,1209.9
2019-04-05,9,69898.6,4,4935.0,3937.4
2019-04-05,10,70327.8,4,3124.4,7425.5
2019-04-05,11,70823.7,4,3827.1,11007.6
2019-04-05,12,71510.7,4,3779.2,13983.8
2019-04-05,13,70349.6,4,3696.4,15907.1
2019-04-05,14,68916.7,4,10730.9,16202.8
2019-04-05,15,67377.4,4,9327.7,13944.9
2019-04-05,16,66248.7,4,7741.9,10425.0
2019-04-05,17,65073.5,4,5688.5,7435.9
2019-04-05,18,64490.4,4,4929.0,5109.8
2019-04-05,19,63013.7,4,5136.4,2634.1
2019-04-05,20,62990.0,4,5383.4,566.7
2019-04-05,21,63240.4,4,4027.9,0.0
