ValueDate,Hourcet,Cons,month,Wind,Solar
2019-03-01,1,54688.9,3,8737.0,0.0
2019-03-01,2,52919.7,3,9039.4,0.0
2019-03-01,3,52217.6,3,9450.5,0.0
2019-03-01,4,52684.1,3,9990.2,0.0
2019-03-01,5,54194.0,3,10717.8,0.0
2019-03-01,6,57842.9,3,10707.5,0.0
2019-03-01,7,64779.1,3,10564.6,0.0
2019-03-01,8,71292.5,3,10488.3,263.3
2019-03-01,9,74889.1,3,11299.2,1391.1
2019-03-01,10,74739.4,3,11547.5,2772.2
2019-03-01,11,74709.4,3,11672.6,4594.4
2019-03-01,12,75115.0,3,11710.7,5216.3
2019-03-01,13,73956.0,3,11844.9,5571.6
2019-03-01,14,72625.8,3,11617.9,6043.3
2019-03-01,15,71321.9,3,11432.8,5150.7
2019-03-01,16,70337.7,3,10689.7,3933.4
2019-03-01,17,69400.9,3,9992.2,2369.7
2019-03-01,18,70575.5,3,9069.4,540.6
2019-03-01,19,73856.7,3,7254.8,0.9
2019-03-01,20,73365.9,3,5630.5,0.0
2019-03-01,21,68626.0,3,4478.0,0.0
2019-03-01,22,64529.6,3,4013.8,0.0
2019-03-01,23,61365.4,3,3649.2,0.0
2019-03-01,24,57230.9,3,3373.0,0.0
2019-03-02,1,52639.0,3,4487.7,0.0
2019-03-02,2,50441.7,3,3880.8,0.0
2019-03-02,3,49430.2,3,4057.1,0.0
2019-03-02,4,49413.2,3,4748.9,0.0
2019-03-02,5,49929.4,3,5151.0,0.0
2019-03-02,6,50615.5,3,5133.4,0.0
2019-03-02,7,51417.2,3,5394.4,0.0
2019-03-02,8,54516.9,3,5471.3,362.7
2019-03-02,9,58798.0,3,4967.4,1778.2
2019-03-02,10,61532.3,3,5126.0,3842.6
2019-03-02,11,62667.5,3,6240.4,5419.5
2019-03-02,12,63395.9,3,7863.8,5928.2
2019-03-02,13,62013.1,3,9450.9,5938.5
2019-03-02,14,59651.4,3,9996.3,5491.6
2019-03-02,15,58193.6,3,10918.6,4809.5
2019-03-02,16,57642.7,3,11480.7,3580.8
2019-03-02,17,57095.5,3,11746.3,1967.4
2019-03-02,18,58553.1,3,12771.6,493.0
2019-03-02,19,62721.6,3,14682.0,0.0
2019-03-02,20,62992.0,3,17465.5,0.0
2019-03-02,21,59146.4,3,20463.6,0.0
2019-03-02,22,56316.1,3,23155.8,0.0
2019-03-02,23,54984.5,3,25549.3,0.0
2019-03-02,24,51872.3,3,26820.3,0.0
2019-03-03,1,47656.5,3,28964.5,0.0
2019-03-03,2,45631.7,3,30866.6,0.0
2019-03-03,3,44676.8,3,31570.5,0.0
2019-03-03,4,44189.2,3,32026.5,0.0
2019-03-03,5,44485.4,3,33006.7,0.0
2019-03-03,6,44906.4,3,34844.2,0.0
2019-03-03,7,44427.2,3,34937.1,0.0
2019-03-03,8,46045.2,3,35092.8,598.5
2019-03-03,9,49375.4,3,34658.8,2580.8
2019-03-03,10,52649.5,3,35079.2,4791.7
2019-03-03,11,55013.1,3,35178.2,6908.4
2019-03-03,12,56992.6,3,33296.8,6987.9
2019-03-03,13,55846.5,3,31841.1,8639.4
2019-03-03,14,53455.9,3,31090.0,7642.6
2019-03-03,15,51828.2,3,29810.7,6122.2
2019-03-03,16,51352.8,3,27438.8,4383.1
2019-03-03,17,51307.6,3,25315.1,2471.0
2019-03-03,18,53270.5,3,24961.2,651.3
2019-03-03,19,58583.3,3,28425.1,1.9
2019-03-03,20,59806.4,3,29928.9,0.0
2019-03-03,21,56886.9,3,31121.5,0.0
2019-03-03,22,54791.9,3,32063.0,0.0
2019-03-03,23,53787.2,3,32782.6,0.0
2019-03-03,24,50416.4,3,33982.7,0.0
2019-03-04,1,47608.9,3,34747.8,0.0
2019-03-04,2,46152.3,3,34409.2,0.0
2019-03-04,3,45844.1,3,33878.2,0.0
2019-03-04,4,46262.6,3,34901.3,0.0
2019-03-04,5,48021.0,3,36616.9,0.0
2019-03-04,6,52120.0,3,37045.1,0.0
2019-03-04,7,59441.2,3,37358.6,1.4
2019-03-04,8,66074.8,3,38877.3,779.1
2019-03-04,9,69362.2,3,40265.0,3483.2
2019-03-04,10,70223.9,3,40906.3,6375.7
2019-03-04,11,70944.6,3,41289.3,9911.9
2019-03-04,12,71555.0,3,42080.7,10618.0
2019-03-04,13,70225.2,3,42737.6,11806.7
2019-03-04,14,69764.7,3,43927.3,10185.8
2019-03-04,15,68633.2,3,42158.5,8950.6
2019-03-04,16,68347.0,3,42852.6,6375.9
2019-03-04,17,67394.7,3,42689.2,3112.8
2019-03-04,18,68015.7,3,41512.0,782.5
2019-03-04,19,71444.6,3,40622.8,5.7
2019-03-04,20,71812.6,3,39537.6,0.0
2019-03-04,21,67575.6,3,39260.4,0.0
2019-03-04,22,63695.8,3,39531.5,0.0
2019-03-04,23,60330.1,3,39569.9,0.0
2019-03-04,24,56058.0,3,39668.2,0.0
2019-03-05,1,52646.2,3,41199.6,0.0
2019-03-05,2,50984.5,3,41059.4,0.0
2019-03-05,3,50499.9,3,41932.7,0.0
2019-03-05,4,50811.1,3,42862.2,0.0
2019-03-05,5,52069.3,3,42862.5,0.0
2019-03-05,6,55534.6,3,42538.4,0.0
2019-03-05,7,61875.2,3,42320.6,1.5
2019-03-05,8,67899.8,3,41792.9,979.1
2019-03-05,9,70467.8,3,40515.7,4231.8
2019-03-05,10,70883.3,3,40843.2,8205.5
2019-03-05,11,71228.9,3,41346.3,10308.7
2019-03-05,12,71908.9,3,40632.4,12737.5
2019-03-05,13,70629.8,3,39433.3,12562.1
2019-03-05,14,69509.1,3,38353.8,12386.6
2019-03-05,15,68336.1,3,36547.4,9843.3
2019-03-05,16,68163.1,3,33667.4,6887.8
2019-03-05,17,66963.4,3,28334.5,3683.8
2019-03-05,18,67748.1,3,23462.6,936.0
2019-03-05,19,71633.3,3,20505.3,6.7
2019-03-05,20,72373.4,3,18703.8,0.0
2019-03-05,21,68106.5,3,17664.9,0.0
2019-03-05,22,64265.1,3,16451.1,0.0
2019-03-05,23,60815.9,3,15638.5,0.0
2019-03-05,24,56533.6,3,15593.7,0.0
2019-03-06,1,53213.7,3,15390.2,0.0
2019-03-06,2,51561.0,3,15524.3,0.0
2019-03-06,3,51202.4,3,15107.3,0.0
2019-03-06,4,51591.5,3,14663.1,0.0
2019-03-06,5,53101.4,3,14956.5,0.0
2019-03-06,6,56817.2,3,16325.5,0.0
2019-03-06,7,64046.4,3,18379.1,8.7
2019-03-06,8,70773.9,3,19416.0,1567.5
2019-03-06,9,73432.8,3,19745.2,6100.9
2019-03-06,10,73395.4,3,20237.7,10578.5
2019-03-06,11,74048.6,3,21325.2,14030.3
2019-03-06,12,74795.1,3,22532.6,15270.2
2019-03-06,13,73274.4,3,23952.9,15208.0
2019-03-06,14,71948.6,3,26054.9,13626.3
2019-03-06,15,70527.6,3,27816.1,9610.3
2019-03-06,16,69715.9,3,28266.7,6542.2
2019-03-06,17,68605.5,3,28198.1,3208.4
2019-03-06,18,68712.4,3,28193.9,820.4
2019-03-06,19,72218.4,3,28778.4,4.2
2019-03-06,20,73112.3,3,29944.3,0.0
2019-03-06,21,68826.2,3,30725.2,0.0
2019-03-06,22,65252.8,3,30872.0,0.0
2019-03-06,23,61933.9,3,30573.6,0.0
2019-03-06,24,57355.8,3,30002.9,0.0
2019-03-07,1,53916.3,3,27907.4,0.0
2019-03-07,2,52118.9,3,26774.6,0.0
2019-03-07,3,51413.3,3,25757.2,0.0
2019-03-07,4,51472.4,3,24710.7,0.0
2019-03-07,5,52831.2,3,24531.4,0.0
2019-03-07,6,56479.4,3,25249.4,0.0
2019-03-07,7,63348.0,3,27344.5,7.7
2019-03-07,8,69909.4,3,28446.5,777.7
2019-03-07,9,72420.7,3,29968.9,3073.1
2019-03-07,10,72692.3,3,32534.9,5617.4
2019-03-07,11,73338.8,3,35033.4,7428.0
2019-03-07,12,74246.7,3,37430.3,9943.8
2019-03-07,13,73044.3,3,40239.9,10191.7
2019-03-07,14,71545.1,3,42824.8,9659.6
2019-03-07,15,69994.1,3,42734.9,8886.9
2019-03-07,16,69610.3,3,42325.8,7662.0
2019-03-07,17,68516.2,3,41044.5,4842.8
2019-03-07,18,68460.8,3,39376.8,1515.2
2019-03-07,19,71833.8,3,38917.5,15.4
2019-03-07,20,72628.7,3,39542.3,0.0
2019-03-07,21,68227.9,3,40188.7,0.0
2019-03-07,22,64352.6,3,40639.3,0.0
2019-03-07,23,60893.3,3,41821.1,0.0
2019-03-07,24,56800.9,3,42747.9,0.0
2019-03-08,1,53378.9,3,42819.2,0.0
2019-03-08,2,51502.3,3,43210.4,0.0
2019-03-08,3,50760.3,3,43139.6,0.0
2019-03-08,4,51106.6,3,42869.0,0.0
2019-03-08,5,52356.4,3,42707.5,0.0
2019-03-08,6,55940.8,3,42314.8,0.0
2019-03-08,7,62406.4,3,41911.0,21.4
2019-03-08,8,69507.5,3,41372.4,1106.3
2019-03-08,9,72605.2,3,40814.9,3517.6
2019-03-08,10,72718.1,3,41110.3,7575.5
2019-03-08,11,73008.2,3,40484.8,10006.4
2019-03-08,12,73428.7,3,38536.9,11348.9
2019-03-08,13,72270.2,3,36674.6,12427.5
2019-03-08,14,70484.3,3,35484.0,12327.4
2019-03-08,15,68585.1,3,34544.3,10136.2
2019-03-08,16,67952.9,3,32513.7,7421.6
2019-03-08,17,67233.1,3,28265.6,4745.3
2019-03-08,18,67629.4,3,25288.4,1402.9
2019-03-08,19,71010.2,3,22954.0,20.4
2019-03-08,20,71442.4,3,22095.1,0.0
2019-03-08,21,66750.8,3,23308.4,0.0
2019-03-08,22,62926.5,3,25168.3,0.0
2019-03-08,23,60055.7,3,27392.5,0.0
2019-03-08,24,56314.0,3,28508.5,0.0
2019-03-09,1,52483.9,3,28732.4,0.0
2019-03-09,2,50001.9,3,30919.8,0.0
2019-03-09,3,48660.4,3,33417.3,0.0
2019-03-09,4,48124.4,3,34719.2,0.0
2019-03-09,5,48175.9,3,36196.9,0.0
2019-03-09,6,48959.4,3,38406.2,0.0
2019-03-09,7,49535.0,3,40053.4,23.7
2019-03-09,8,53516.2,3,40336.9,547.6
2019-03-09,9,57541.1,3,40290.9,1762.0
2019-03-09,10,60469.7,3,41654.2,2994.9
2019-03-09,11,61732.1,3,42905.7,5130.0
2019-03-09,12,62319.5,3,43088.3,6771.5
2019-03-09,13,60859.0,3,42877.0,8450.8
2019-03-09,14,58150.0,3,42703.2,9916.4
2019-03-09,15,56244.7,3,42915.1,8449.4
2019-03-09,16,56160.7,3,43046.2,6696.6
2019-03-09,17,55926.9,3,42654.8,3892.8
2019-03-09,18,56788.4,3,42214.9,1246.8
2019-03-09,19,60937.1,3,41400.1,21.6
2019-03-09,20,61755.6,3,40365.2,0.0
2019-03-09,21,57708.3,3,39915.0,0.0
2019-03-09,22,54837.3,3,39855.5,0.0
2019-03-09,23,53392.2,3,39950.7,0.0
2019-03-09,24,50813.1,3,39242.4,0.0
2019-03-10,1,48033.6,3,38274.7,0.0
2019-03-10,2,45565.7,3,36461.1,0.0
2019-03-10,3,44100.8,3,35252.5,0.0
2019-03-10,4,43353.3,3,32487.7,0.0
2019-03-10,5,43374.4,3,30115.4,0.0
2019-03-10,6,43799.3,3,25744.2,0.0
2019-03-10,7,43019.4,3,20392.4,26.1
2019-03-10,8,45910.7,3,17490.7,634.5
2019-03-10,9,49379.6,3,15538.7,1824.8
2019-03-10,10,52372.9,3,14495.2,2971.5
2019-03-10,11,54513.9,3,15319.6,3804.8
2019-03-10,12,56632.4,3,16639.4,5693.2
2019-03-10,13,55808.2,3,15808.1,6182.9
2019-03-10,14,53312.3,3,14849.9,7433.0
