Wind
23431.8
24547
26536
28555.1
30242.1
31429.6
33594.6
33408.7
34380.5
35672.6
36959.5
37644.5
37640.2
38042.4
38430.9
39011
39613.2
39998.7
40311.5
41074.6
41367.2
41401
40232.4
39371.2
40039
40072.3
39633.1
38752.4
37885.5
37672.7
37208
36303.2
35298.9
34822.2
32625.1
31313
31319.4
30632.8
28555.8
26250.2
25050.5
23671.4
22107.8
20882
19296.5
17882.7
16389.8
14853.4
15960.1
15645.4
14991.1
13924.4
14139.7
14528.1
14756.1
14574.9
14214.2
14033.5
12806.3
11664.5
11338.3
11701.7
12394.1
11930.7
11494.1
12478.7
12975.3
11989.3
10183.6
9097.2
8264
7787
9006.9
10211.4
11731.1
13077.9
14703.4
16395.5
17807.1
18922.6
19907.1
21335
22327.1
23452.3
25108
26244.9
26215.5
25549.6
25555.5
26194.9
26396.2
26945.3
27613.1
27777.3
27128.8
27192.6
29219.7
29633.5
30351.1
30868
31117.7
30852.3
30547.1
30406.3
29393.7
28278.9
27755.3
26441.5
24838.9
23344.3
22262.5
21572.1
20554.5
19367.6
18772.2
18345.9
17459
16668.8
15627.3
14536
15130.1
13853.5
13353.9
12931.1
12229.1
11022.9
9996.7
9264.4
8819.7
8222.9
7455.1
7109.4
7445.8
7767.3
7863.5
7798.6
7865.3
7977.5
8257.8
8529
8815
8604.4
8497.8
9111.8
9462.1
9405.8
9219.9
9013.1
8950.2
9053.6
8639.3
8221.4
8119.7
8462
9491
11103.2
13551.8
15757.7
17503.3
18966.2
20162.1
23096.1
26685.9
30338.6
33194.4
35381.1
36784.3
38273.1
37659.9
38366.8
38734.5
38532.1
38927.9
38911.9
39597.1
40744.9
41516.9
42014.2
42638.4
42924.1
43007.3
43290.8
42956.7
42489.6
41993.3
41453.8
41522.3
41813.3
41653.3
41177.5
40620.1
40200.5
39824.3
39501.7
39019.8
38060.2
38069
36806.2
35639.3
34629.3
33887
33517.5
32886
34250.8
36584.7
37507.4
36755.9
34568.2
32707.5
31689
30754.9
29753.5
28748
27346
25594
23964.2
18939.7
17416.6
15851
14401.9
13280.7
12467.6
11797.4
10961.1
10433.5
9040.5
7498.7
7645.1
7668
6705.3
6415.7
6235
6277.4
6350.8
6492.5
7123.5
7585
7732.2
8242.8
9223
10953.1
11707.4
13317.5
14275.1
14904.7
15295.5
16184.4
17944
19697.5
20979.6
22689.1
24043.9
25266.7
26906.4
28229.6
29031.4
29954.4
30119.8
29561.2
29601.8
29550.5
29350.5
28357.8
27001.3
26626.8
25380.3
24183.1
23642.8
23724.4
23725.3
23448
24327.3
26054.4
26593
29266.4
32258.8
33513.9
34824.4
36318.7
37251.9
36686.7
36194.4
36406.2
36215
