Wind
35355.2
34185.3
32549.7
32116
32536.1
32468.4
32551.3
32369.6
32749.2
32423.7
31075.8
31851.1
32797.4
34592.4
36463.6
37622.1
38701
39594
40163.6
40218.9
40473.6
41339.7
42026.2
42848.6
44256.5
43124.6
42242
41960.3
41753.3
41452.2
40914.8
40336.8
39584
38791.3
37687.3
36595.3
36118.1
36002.4
35545.7
35424.2
35871.3
36109.9
36404.5
36010.3
34968.6
33973.5
34402.6
34021.2
33377.2
32772.4
31279.4
29710
30380.5
30848.7
31786.7
32702.4
33855
34797.9
34873.1
34175.9
33424.7
33062.9
32965.3
33881.4
33567
32909.2
33921.6
35621.9
37116.7
37820.5
38476
38481.9
38180.1
36721.8
36048.1
36390.5
35391.8
34940.9
33640.5
32476.3
31184.2
29857.9
28779.3
27964.5
27468.4
26905.9
26834.9
26843.5
27498.8
27887.5
27778.5
27611.9
27727.3
28554.2
30130.8
30938.4
31512
32700
33821.1
34441.6
34357.4
35346.8
33815.5
33611.5
34956.1
33970.7
33800.6
33652.8
32201
30322.1
28997.3
28810.3
28992.3
27501.2
28019.4
27554.8
25454.8
25130.9
27401.9
28816
29791.2
29812.4
27377.8
25620
21148.9
18620.2
17535.9
17687.3
16659.4
14915
13584.1
12556.1
11840.9
11024.1
9940
8391.1
6999.6
6541.3
6388.5
6754.9
7653.2
8779.7
9512
9387
8712.1
7968.5
7324.5
6698
6740.7
5997.4
5426.8
5342
5284.4
4938.9
4627.9
4765.9
4743.3
4247.8
3048.3
2293.4
2064.8
1977.6
1964.1
2505.3
4214
7013.6
8640
8620.3
7942.3
7401.2
6961
6427.8
6019.5
5025.7
4158.8
3363.1
2759.6
2490.8
2375.7
2371.2
2252.1
1516.6
806
560.7
456.6
384.1
390.3
586.3
1151.4
2098.5
2885.3
3143.4
2716.6
2172.2
1900.5
1972.4
3053.4
3572.6
3982.2
4698.7
5407.7
5809.8
5758.9
5564.5
5913.3
5942.4
5191.1
4794.8
5334
5899.5
6022.9
6205.7
7218.7
8327.6
8283.2
7549.9
7105.6
6960.6
6855.7
6727.2
8147.8
8970.4
9472.8
9642.4
9737.1
10101.1
10706.2
11636
12374.3
12594.7
11519.4
10699.8
11374.5
11942.7
12265.9
13494.6
16008.9
18486.1
19138.5
18809.2
17048.8
15027.6
13452.6
11943.8
10314.1
9803.4
9343.1
8759.7
8966.5
9291.4
9293.2
9030.3
8738.8
7419
5708.8
4906.3
4526.5
4374
4479
5650.5
8339.2
11102.6
12145.6
11783.3
10878.8
10030.2
9285.4
8605.1
6159.5
5913
5411.2
4903.1
4643.9
4237.7
4204.1
4378.2
4449.1
3499.5
2432.2
1942
1614
1343.2
1258.1
1224.1
1642.8
2392.2
2832.3
2799
2445.9
1978.8
1537.5
1338.1
339.8
437.6
471.2
573
755.9
1001.8
1588.5
2398.3
3031.6
3430.8
4080.4
5014
6039.1
7719.8
9671.3
10983.5
12671.7
15380.6
18290.7
20940
23342.2
24935.7
25740.7
27434.4
23785.1
25000.6
25456.6
24717.7
23096.7
21726.1
21242.5
20801.6
19442.1
17403.3
15230
13799.5
12607.7
11883.6
12006.7
12777.4
13080.1
14057.3
16040
18219.7
19600.1
20586.7
21872.8
23406
27581.2
28644
29630.2
29531.7
28899.9
27992.6
27448.7
27269.6
26552.9
25858.5
25715.3
24957.3
23855.4
22840.2
21335.3
19878.7
18786.5
18630.1
19427.4
19058.7
18413.2
17946.7
17893.9
17615.4
17710.9
17630.1
17396.8
16576.2
15800.1
16314.8
20062.9
19438.8
19672.9
20857.1
21754.3
23246.2
23895.8
23608
22350.4
21169.7
21685.2
21436.5
21478.9
22066.6
21762.6
20781.5
19853.3
20381.2
18103.8
19075
20022.2
19737
19288.2
18459.3
17256.8
16593.1
16137
15126.8
13376.9
12882.1
12716.7
12624.3
12023.1
10818.3
10661.6
10860.9
11730.7
12630.4
13350.3
13711.1
13200.8
12309.6
13355.6
13486.5
13593.4
14247.4
15141.6
15940.1
16721.9
17459.9
17973.9
18526.3
16799.4
15418.1
15989.9
16336.2
17042.8
18803.5
20294
21210.7
21274.6
20903.9
20461.5
18972.6
17037.3
15274.7
14980.5
13889.6
12731.7
11751.9
10765.6
9855.5
9191.2
8989.2
9056.4
7887.6
7159.6
7116.2
6263.9
5450.7
4600.2
4677.4
6538.1
8491.4
10415.1
11431.1
11597.2
12655.2
14183.3
15478.5
16208.7
17627.9
19314.4
20471.3
21188.2
21050.9
21062.5
21153.5
20958.3
19882.4
17684.1
14687.9
12395.5
10787.4
9952.1
10068.3
10951.6
11449.3
10335.6
8685.5
7478.9
6514.4
5932.5
5633.2
