Cons
48331.2
46484.7
45708.2
45593.9
46122.0
45111.0
43821.8
45479.2
48201.6
51803.6
54352.5
56083.7
56536.6
54478.7
53110.0
52849.9
54433.0
57360.4
56638.9
55886.9
55378.6
54173.8
53802.6
51592.6
50357.6
49287.0
49288.6
50218.6
50996.5
51441.3
55255.6
59629.7
64378.1
69490.6
74438.9
77126.4
77197.2
77046.3
75665.3
74661.9
75585.4
77941.8
76121.4
74267.7
71566.0
68449.0
65492.7
61414.1
58164.6
56538.5
56075.9
56270.6
57342.4
59358.6
66819.4
73925.2
75788.1
76200.6
77437.3
78149.9
77756.1
77105.3
76132.2
75261.5
76256.9
78421.2
76693.4
74762.5
72079.6
69039.9
66269.6
62569.7
59515.0
57768.4
57174.1
57271.6
58292.4
60307.2
67232.6
73816.5
75908.6
76948.9
78176.5
78565.3
78007.0
76547.2
75045.1
73843.2
74826.0
76914.2
74777.5
72144.5
69505.3
66430.7
64266.9
60812.4
57366.5
55237.0
54173.0
53520.9
53699.1
52992.1
53807.3
57162.0
60373.9
64311.5
66710.6
67350.0
66561.9
64436.6
62782.2
61858.7
63188.8
65842.3
64545.0
62290.1
59850.5
57283.3
56035.5
53297.6
50344.4
48181.9
47518.8
47143.4
47536.8
46517.9
46065.9
48413.7
51408.9
55086.0
58227.6
60598.3
60441.3
58317.3
56392.3
55557.5
57274.3
60396.3
60499.6
59794.1
58767.1
57227.4
56673.3
53760.3
51300.2
50159.8
50211.9
50810.9
52706.7
55820.2
64546.2
72720.5
76058.9
77279.8
78752.6
79549.3
78753.6
78325.3
77005.5
76011.8
76324.8
78179.8
76256.7
74413.2
71859.5
68262.5
65014.7
60816.3
57358.9
55785.2
55265.9
55480.8
56853.2
59313.7
66832.7
73643.4
75891.1
77234.7
78633.9
79372.5
78829.6
78171.7
77208.6
76661.9
77086.3
78934.7
76938.3
74938.1
72433.0
68838.7
65651.7
61574.3
58025.3
56375.8
55977.6
56264.5
57541.2
59807.1
67188.4
74098.9
76735.9
77762.8
79390.0
80176.1
80150.4
80048.8
79176.4
77914.4
78194.9
79961.2
77939.0
75898.2
73248.7
69939.2
66919.5
62936.9
59450.3
57825.7
57378.5
57593.2
58754.3
60837.6
68436.8
75514.3
77889.9
78658.5
80028.3
80983.4
80768.8
80093.3
79051.7
77708.9
77848.0
79469.3
77796.0
76073.5
73075.3
69684.1
66573.8
62711.3
60796.8
59034.1
57976.9
58430.4
59851.7
62246.3
69774.2
76276.7
78566.0
79187.5
79936.7
80389.4
79797.7
78518.6
77280.1
75722.1
76163.7
78840.9
77605.2
74467.5
71075.2
67804.6
65538.6
62584.1
59169.6
56857.4
55341.0
54980.6
55399.6
54841.8
55663.0
58275.1
61545.6
65309.5
67377.3
68152.5
67369.8
65446.3
64218.3
63169.3
64104.1
67513.3
67166.2
64379.4
61443.7
58783.0
57612.9
55492.7
52751.1
50485.8
49361.1
49053.7
49466.4
48591.6
48253.3
49948.3
52967.3
56657.7
59596.6
61982.0
61846.4
59777.0
58270.9
57206.6
58308.7
62059.4
63027.8
61654.1
60166.2
58503.3
58043.1
55703.8
54004.5
52535.5
52101.5
52751.2
54753.1
58035.5
66576.2
73596.0
76458.0
77512.5
78715.5
79575.6
79170.5
79184.3
78134.0
77145.1
77086.5
79699.8
78497.3
75965.1
72680.9
69042.8
65817.2
62222.3
59210.5
57477.9
56877.8
57490.8
58983.9
61518.2
69116.1
75373.4
77775.8
78451.1
79157.8
80168.7
79583.5
78776.0
77828.7
76727.2
76536.7
79126.4
78414.6
76097.7
72926.7
69301.5
66019.8
