Cons
62359.1
59376.8
57504.6
56777.4
57186.9
58843.4
61386.3
68960.7
75067.4
77658.6
78405.2
79477.2
80209.7
79271.8
78375.2
76887.2
75228.6
75381.1
78628.6
78257.5
76122.1
72800.8
69202.5
65802.3
61998.7
58694.9
56752.9
55924.4
56430.2
58024.2
60528.3
68012.1
74132.5
76666.5
77606.9
78861.3
79721.3
79264.0
78680.4
77886.7
76739.8
76690.8
79234.5
78540.8
76338.3
73237.0
69711.9
66638.7
63301.9
59953.5
57617.8
56254.2
56586.8
57626.4
60057.4
67776.5
74405.1
77432.0
77282.7
77315.6
78129.1
78056.6
76975.0
75397.6
74113.3
74762.2
78297.9
77875.5
75073.3
70965.0
67785.8
65555.9
62474.0
59108.6
56928.9
55373.9
55136.2
55452.7
54841.5
55384.6
57608.7
61178.9
64162.4
65423.2
66578.2
65837.8
64140.5
62315.6
61393.7
63806.0
69626.0
70311.6
67567.1
63881.9
61762.5
60961.4
58698.1
56566.6
54003.9
52855.8
52510.0
52715.9
51809.2
51237.3
51721.3
54026.6
56520.8
57838.4
60692.5
60242.3
58134.1
55913.3
54581.6
56402.1
61521.5
64549.5
63725.3
62111.0
60980.8
61165.5
59492.2
58608.8
56995.8
56440.1
56634.1
58069.8
61364.3
71140.7
77824.8
79933.3
79299.9
78325.0
79141.7
78146.5
77985.6
76410.2
75236.8
75796.7
79965.2
80408.8
78472.0
74698.9
71600.2
68672.9
65275.9
63417.7
61506.2
60588.5
60533.2
61564.6
64286.0
72785.7
78621.1
80614.6
80411.4
79551.1
80285.0
79302.8
78557.9
77559.8
76597.5
76921.3
80864.1
81163.6
79019.2
75508.3
72368.2
69492.6
66208.9
63980.8
61941.1
61120.3
60898.6
61784.2
64465.6
72785.0
78569.5
80914.9
80682.7
80409.3
81376.1
80580.6
79937.4
78813.6
77185.6
77230.1
80745.0
81238.0
79349.9
75584.9
72554.9
69675.7
66455.3
63778.1
61625.8
60714.3
60580.3
61557.4
64063.9
72455.6
78347.8
80417.8
79995.0
79504.8
80604.7
79843.8
79199.4
77831.9
76276.3
76113.4
79499.8
80180.2
78498.6
74604.1
71530.9
68696.6
65593.1
63210.2
61257.5
60250.9
60279.2
61350.1
64015.2
72137.4
78027.1
80695.5
80596.8
80229.2
81274.4
80851.0
79773.3
78799.7
76881.1
76368.1
79517.1
79690.1
76836.6
73289.6
70196.1
68121.7
65448.5
62292.0
59704.7
57862.0
56839.7
56687.3
56237.4
56765.4
58493.5
62424.9
66090.8
67461.6
68616.6
67499.9
65193.9
63907.7
62419.4
62760.6
66440.6
67529.3
65336.2
62351.8
59896.7
58812.3
56748.2
54366.1
51769.2
50454.1
49729.6
49852.2
49204.6
48772.3
49787.1
53624.1
56963.4
59127.9
61786.5
61573.7
59475.4
58074.9
56783.6
57239.3
61188.0
63511.2
62586.7
60978.2
59343.6
59030.2
56935.0
55609.5
53919.6
53385.1
53803.7
55422.3
58890.9
67408.9
74147.1
78145.8
78829.6
79297.1
80510.9
80348.3
80321.0
79708.1
78327.6
77132.9
79303.3
79160.8
77095.8
73709.4
70076.5
66947.8
63650.4
59118.5
57465.0
56895.2
57126.1
58349.7
61255.9
69183.2
75352.7
78681.4
78739.1
78444.4
79348.9
78718.3
78063.4
77136.6
76022.3
75438.5
77858.4
78207.3
76393.3
72663.9
69546.7
66713.1
63002.5
59695.6
57848.1
57350.5
57564.0
58738.7
61579.8
69516.3
75215.5
78293.9
78259.0
78314.0
79336.9
78735.6
78364.6
77911.0
76939.8
76676.0
78850.6
78998.6
76951.9
73548.5
70643.1
67975.6
64064.3
60692.8
58551.9
57729.0
57758.9
58794.2
61546.5
69485.8
75109.7
77826.7
77571.5
77341.8
78412.7
77727.9
76884.9
75935.3
74651.8
74177.2
76988.3
77821.7
76254.1
72579.4
69647.9
67224.7
63788.1
60617.9
58664.4
57671.3
57664.9
58696.1
61513.4
68734.2
74031.1
77281.4
77783.5
77806.7
78377.8
77318.2
75639.9
74172.1
72660.3
72696.0
75578.4
76046.5
73801.8
69898.7
66895.0
64714.3
61123.7
