ValueDate,Hourcet,Cons,month,Wind,Solar
2019-09-01,1,43456.1,9,11476.0,0.0
2019-09-01,2,41132.0,9,11612.9,0.0
2019-09-01,3,39701.1,9,11665.8,0.0
2019-09-01,4,39115.9,9,11562.5,0.0
2019-09-01,5,39371.9,9,10887.9,0.0
2019-09-01,6,39487.1,9,10791.7,0.0
2019-09-01,7,39043.2,9,11002.4,139.0
2019-09-01,8,39955.3,9,10756.5,2312.0
2019-09-01,9,43066.6,9,9342.4,6504.3
2019-09-01,10,45895.5,9,8756.2,10787.5
2019-09-01,11,48305.2,9,8921.7,15538.2
2019-09-01,12,51536.4,9,9265.2,18118.4
2019-09-01,13,51080.8,9,9793.0,19087.5
2019-09-01,14,49828.0,9,9568.0,18835.2
2019-09-01,15,48774.1,9,10149.4,18311.5
2019-09-01,16,47746.5,9,11540.6,15831.3
2019-09-01,17,46764.6,9,11872.0,12550.4
2019-09-01,18,47146.6,9,11768.7,8265.5
2019-09-01,19,46888.6,9,11869.5,4029.4
2019-09-01,20,47697.6,9,12038.4,944.8
2019-09-01,21,49311.9,9,11233.4,5.6
2019-09-01,22,49327.3,9,10053.8,0.0
2019-09-01,23,48138.9,9,9956.5,0.0
2019-09-01,24,45347.3,9,9609.9,0.0
2019-09-02,1,44056.5,9,10193.5,0.0
2019-09-02,2,42681.6,9,10495.9,0.0
2019-09-02,3,42132.3,9,10786.3,0.0
2019-09-02,4,42432.7,9,9953.2,0.0
2019-09-02,5,44065.1,9,9299.0,0.0
2019-09-02,6,48173.2,9,9004.2,0.0
2019-09-02,7,56481.5,9,9097.8,99.5
2019-09-02,8,61598.3,9,8615.8,2069.9
2019-09-02,9,64183.2,9,7237.8,6639.6
2019-09-02,10,64598.9,9,6832.4,12164.1
2019-09-02,11,65232.5,9,7261.5,16907.8
2019-09-02,12,66872.7,9,8073.1,18822.7
2019-09-02,13,66219.8,9,8811.6,19553.5
2019-09-02,14,67294.2,9,9004.9,19358.1
2019-09-02,15,66834.3,9,9160.5,17010.5
2019-09-02,16,65444.7,9,9168.3,13682.7
2019-09-02,17,63275.0,9,9433.0,10590.1
2019-09-02,18,62137.8,9,9280.2,6909.7
2019-09-02,19,60184.3,9,8684.9,3660.5
2019-09-02,20,60001.2,9,7909.6,943.9
2019-09-02,21,59617.7,9,7114.0,4.6
2019-09-02,22,57612.9,9,6638.8,0.0
2019-09-02,23,53905.8,9,7016.9,0.0
2019-09-02,24,50094.5,9,7760.6,0.0
2019-09-03,1,48587.8,9,9650.9,0.0
2019-09-03,2,47011.1,9,10085.7,0.0
2019-09-03,3,46213.0,9,10435.5,0.0
2019-09-03,4,46191.2,9,11526.1,0.0
2019-09-03,5,47296.0,9,12409.1,0.0
2019-09-03,6,51060.1,9,13290.4,0.0
2019-09-03,7,58761.1,9,14268.4,108.8
2019-09-03,8,63496.2,9,15166.9,2310.9
2019-09-03,9,65953.7,9,15500.8,7220.9
2019-09-03,10,66136.2,9,14749.3,11700.6
2019-09-03,11,66424.2,9,14225.3,15462.5
2019-09-03,12,67835.1,9,14754.5,18034.4
2019-09-03,13,67327.4,9,15934.5,18820.5
2019-09-03,14,67861.2,9,16160.0,19813.3
2019-09-03,15,67537.1,9,15487.2,19158.8
2019-09-03,16,66428.7,9,14720.0,16341.9
